id,company_name,position_title,quota,salary_amount,salary_type,work_type,location,tags,description_html,api_url
1153,บริษัท ซีพีเอฟ ไอทีเซ็นเตอร์ จำกัด (Axons),Data Scientist - NLP,4,300.0,บาท/วัน,Hybrid,สำนักงานใหญ่,"Python, AI, Generative AI, AI/ML/DL, Cloud, LLM","<p><strong style=""color: rgb(0, 0, 139);"">Responsibilities:&nbsp;</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li>Conduct&nbsp;<strong>in-depth Exploratory Data Analysis (EDA)</strong>&nbsp;and statistical evaluations on large and complex datasets to&nbsp;identify&nbsp;trends, patterns, and actionable insights that drive data-informed business decisions.&nbsp;</li><li><strong>Design and implement predictive models</strong>&nbsp;to address key business challenges, providing stakeholders with&nbsp;accurate&nbsp;forecasts and actionable recommendations.&nbsp;</li><li><strong>Develop, fine-tune, and apply advanced</strong> Machine Learning and Deep Learning models with a focus on <strong>Natural Language Processing</strong> (NLP) and Large Language Models (LLMs) — including applications such as text classification, sentiment analysis, summarization, topic modeling, and information extraction.</li><li><strong>Work closely with business and technical stakeholders</strong> to identify opportunities for applying NLP technologies to enhance productivity, optimize operations, and solve complex business problems.</li><li><strong>Research and experiment with emerging AI and NLP methodologie</strong>s, such as transformer-based architectures, generative AI, and prompt engineering, to continuously improve model performance and analytical frameworks.</li><li><strong>Collaborate with Machine Learning Engineers and Product Teams</strong>&nbsp;to deploy,&nbsp;maintain, and refine AI-driven models and systems.&nbsp;</li><li><strong>Create impactful data visualizations</strong>&nbsp;in partnership with the Business Intelligence team to clearly communicate insights, trends, and recommendations to both technical and non-technical audiences.&nbsp;</li></ul><p><br></p><p>&nbsp;</p><p><strong style=""color: rgb(0, 0, 139);"">Qualifications:</strong><span style=""color: rgb(0, 0, 139);"">&nbsp;</span></p><ul><li>Strong understanding and hands-on experience in the end-to-end data science process, including data cleaning, model development (machine learning or deep learning), validation, and performance testing.&nbsp;</li><li>Strong analytical, problem solving, communication and interpersonal skills&nbsp;</li><li>Good command in English&nbsp;</li><li>Strong coding skills and familiarity with relevant programming languages and tools (Python,&nbsp;SQL).&nbsp;</li><li>Adaptable and eager to learn new tools or technologies as needed.&nbsp;</li><li>Experience in following industries is a plus: animal farming and aquaculture, food manufacturing, fresh food supply chain and&nbsp;logistics, fresh food&nbsp;sales&nbsp;and distribution&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1153
1161,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,Innovation & Research Development,1,400.0,บาท/วัน,Hybrid,สำนักงานใหญ่,"Data Analyst, Data Engineer, data model, AI/ML/DL, Data Science","<p>We are seeking a talented and motivated professional to join our Innovation &amp; Research Development Team. The successful candidate will have opportunity in developing account embedding techniques for PromptPay transactions and verifying their performance. This is an exciting opportunity to work on cutting-edge projects in a collaborative and fast-paced environment.</p><p>&nbsp;</p><p><strong>Focus:</strong></p><p>""What is PromptPay account embedding, how to develop embedding and how can it be verified?""</p><p>Their approach to designing and validating embeddings for real-world data.</p><p><br></p><p><strong>Build smart data systems</strong> – help design and develop a centralized data platform that connects and analyzes information across multiple sources.</p><p><strong>Engineer and organize data</strong> – clean, transform, and integrate datasets to make them ready for advanced analytics and AI applications.</p><p><strong>Research and model with AI/ML</strong> – explore algorithms, create prototypes, and test models that can detect anomalies or prevent fraudulent activities.</p><p><strong>Innovate and collaborate</strong> – work alongside data scientists, engineers, and innovation leads to bring fresh ideas that enhance system intelligence and business insight.</p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1161
1163,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,FullStack,1,400.0,บาท/วัน,Hybrid,บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,"Frontend, Backend, FullStack","<p><strong><u>Job Descriptions:</u></strong></p><ul><li>Develops, enhances, debugs, supports, maintains and tests software applications that support.</li><li><span style=""color: black;"">Collaborating with peers, reviewing change and enhancement requests.</span></li><li><span style=""color: black;"">Evaluating potential changes and enhancements for objectives, scope and impact.</span></li><li><span style=""color: black;"">Creating and performing unit tests, as well as resolving and retesting any defects identified.</span></li></ul><p><br></p><p><strong style=""color: black;""><u>Qualifications:</u></strong></p><ul><li><span style=""color: black;"">Experience the coding skill and be passionate about experimenting with new technologies.</span></li><li>Critical thinker and problem-solving skills.</li><li>Team player.</li><li><span style=""color: black;"">Proficiency in one of the following languages: </span><span style=""color: rgb(51, 51, 51);"">Front-end : React&nbsp;Back-end : Java, Kotlin, Golang, Python</span></li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1163
1165,บริษัท วิสัย เอไอ จำกัด,Data Scientist (NLP),1,,บาท/วัน,Hybrid,กรุงเทพ,"AI, Data Science, NLP","<h1>Data Scientist (NLP)</h1><h2>Responsibilities</h2><ul><li>Deploy and host LLM, VLM services locally</li><li>Design and develop pipeline for extracting textual data from PDF files including texts, tables, figures, etc.</li><li>Design experimental framework on document extraction - benchmarking, evaluation, and error analysis</li><li>Design and developed LLM reference citation module to link document components and extract relevant key information</li><li>Deploy document extraction pipeline at scale and conduct load test</li><li>Work with product team to discuss requirements and constraint</li></ul><h2>Qualifications</h2><ul><li>Strong Python skills; comfortable with notebooks and production scripts.</li><li>Familiarity with NLP fundamentals (tokenization, embeddings, sequence models, evaluation).</li><li>Familiar with Docker, Git</li><li>Can comfortably research on recent papers with minimum supervision</li><li>Any experiences in usage of LLM, VLM is a plus, experiences on deployment stack such as vLLM, Llama.ccp is a plus</li><li>Exposure to projects related to document layout analysis, OCR is a strong plus</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1165
1176,บริษัท ท็อปกัน จำกัด (JOBTOPGUN),Data Scientist (Intern),2,12000.0,บาท/เดือน,Hybrid,สำนักงานใหญ่,"Intern, Data Analyst, Business Development, SQL, data science, Business Analyst, Data Engineer, PowerBI, Python, Spark, Database, machine learning, Networking, AI, Generative AI, data scientist, data analyst, , statistics, PySpark, Data Pipeline, Data Analytics , deep learning, AI/ML/DL, SQL , Tableau, PostgreSQL, PyTorch","<p>At TOPGUN, we are leading the charge in recruitment technology innovation within Thailand. With our suite of products, including consumer platforms <strong>JobTopGun</strong>, <strong>SuperResume</strong>, and <strong>YouSayHRSay</strong>, along with our SaaS solution for recruiters (<strong>SuperRecruit</strong>), you will impact millions of lives. Our mission is to improve how Thai individuals find jobs and how businesses identify top talent, aiming to establish ourselves as a leading tech company in Thailand.</p><p><br></p><p>Join our dynamic data team and gain hands-on experience in data operations, including data engineering, data science, and analytics. As a Data Team Intern, you'll support the execution of our data strategy, work with modern data tools, and contribute to creating actionable insights for the business.</p><p><br></p><p><strong>Responsibilities</strong></p><p><br></p><ul><li>Collaborate with the data engineering, data science, and analytics teams to assist in building and optimizing data pipelines and infrastructure.</li><li>Contribute to the development and evaluation of machine learning models and analytical solutions.</li><li>Support the implementation of self-service analytics tools for stakeholders.</li><li>Assist in ensuring efficient data architecture for batch and real-time data processing.</li><li>Work with engineering teams to integrate data systems into production environments.</li><li>Explore and experiment with new technologies to enhance data capabilities and value.</li></ul><p><br></p><p><strong>What You'll Learn</strong></p><p><br></p><ul><li>Practical experience with data pipelines, machine learning, and analytics tools.</li><li>Exposure to real-world data challenges and collaborative problem-solving.</li><li>Insights into scalable data architecture and modern data technologies.</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1176
1178,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน)," Data Science Intern, Rayong Base (SCGC) ",1,500.0,บาท/วัน,On-Site,บริษัท เอสซีจี เคมิคอลส์ จำกัด (มหาชน),"data science, dashboard, Database","<h2><br></h2><h2><strong>Responsibilities:</strong></h2><p><br></p><ul><li>Support production digital transformation projects.</li><li>Develop Microsoft Power Platform solutions to digitize manual processes.</li><li>Prepare and analyze production data to support decision-making.</li><li>Assist with exploratory analytics and quality prediction initiatives.</li><li>Participate in team discussions and present improvement ideas.</li></ul><p><br></p><h2><strong>Knowledge, Skills, and Tools Required for the Internship : </strong></h2><p><br></p><ul><li>Interest in Digitization, Data Analytics, and Microsoft Power Platform</li><li>Basic skills in Excel and Microsoft Power Platform tools (preferred)</li><li>Strong analytical thinking and problem-solving mindset</li><li>Willing to learn and work on-site with Production Engineers</li><li>Positive attitude, proactive, and eager to improve processes</li></ul><p><br></p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1178
1180,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),System Analyst Intern,1,500.0,บาท/วัน,On-Site,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน) สำนักงานใหญ่ ,system Analysis,"<p><br></p><h2><strong>Responsibilities:</strong></h2><p><br></p><ul><li>Participate in and support the collection and analysis of user requirements.</li><li>Collaborate on the design and creation of models, such as Flowcharts or Data Flow Diagrams.</li><li>Support the system development team, including participating in system testing and troubleshooting.</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1180
1185,บริษัท เซตตะซอฟต์ จำกัด,Full Stack Developer ,2,400.0,บาท/วัน,On-Site,บริษัท ดิจิตอล คอมเมิร์ซ จำกัด (Bewell),"Software Engineer, Golang, Frontend, ReactJS, nodeJS, Backend, Developer, web application, FullStack, Web Developer","<p><strong>สถานที่ทำงาน : </strong>บริษัท ดิจิตอล คอมเมิร์ซ จำกัด (Bewell) - 158,160,162 ถนนเจริญนคร แขวงสำเหร่ เขตธนบุรี กรุงเทพมหานคร 10600</p><p><br></p><p><strong>Responsibilities:</strong></p><ul><li>ร่วมออกแบบและวางแผนการพัฒนา Web Application ตามโปรเจคที่ได้รับมอบหมาย</li><li>วิเคราะห์และออกแบบระบบให้สามารถทำตาม Requirement ได้</li><li>พัฒนา Web Application โดยใช้หลักการ UI/UX ทำให้ผู้ใช้งานรู้สึกใช้งานง่ายและสะดวกมากขึ้น</li><li>ออกแบบ จัดการ และเพิ่มประสิทธิภาพ Database</li><li>พัฒนา และบำรุงรักษา RESTful API</li><li>ตรวจสอบและแก้ไขความผิดพลาดที่เกิดจากการพัฒนาระบบ</li><li>ทำงานร่วมกับทีม เพื่อสร้างสรรค์ซอฟแวร์ที่มีคุณภาพ และมีประสิทธิภาพ ให้บริการลูกค้า</li><li>Tech Stack : HTML, CSS, React.js, NodeJS, Golang, TypeScript, JavaScript, MySQL, NoSQL</li></ul><p><br></p><p><strong>Qualification:</strong></p><ul><li>เข้าใจหลักการทำงานของ CRUD, RestFul API, state management, Redux, Props, Component</li><li>มีทักษะเชิงคิดวิเคราะห์ สามารถทำงานเป็นทีมและมีทักษะการสื่อสารที่ดี</li><li>มีความรับผิดชอบสูง มีทัศนคติที่ดี ใส่ใจในงาน เปิดกว้างต่อการเรียนรู้ และประสบการณ์ใหม่ๆ</li><li>สามารถแก้ไขปัญหาเฉพาะหน้าต่างๆ ได้อย่างเหมาะสม</li><li>ชอบศึกษาเรียนรู้เทคโนโลยีใหม่ เพื่อพัฒนาตัวเองและพัฒนางานให้มีประสิทธิภาพ&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1185
1186,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),Software Development Intern,2,500.0,บาท/วัน,On-Site,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน) สำนักงานใหญ่ ,"software development, Software Developer","<h2><strong>Responsibilities:</strong></h2><p><br></p><ul><li>Develop software systems as part of the AI Factory project.</li><li>Develop software systems related to SCG's business, including internal systems.</li><li>Learn, study, and conduct POCs (Proof of Concepts) for software libraries</li><li>How to use AI to improve work efficiency</li></ul><p><br></p><h2><strong>Knowledge, Skills, and Tools Required for the Internship : </strong></h2><p><br></p><ul><li>AI Skill (ChatGPT, gemini,GitHub,copilot)</li><li>Programming Language (Python, JavaScript), Framework: (NodeJS, NestJS, NextJS)</li><li>HTML, CSS, JSON</li><li>Database (SQL, NoSQL)</li><li>Code control (GitHub)</li></ul><p><br></p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1186
1188,บริษัท มายคอร์สวิลล์ จำกัด,Full Stack Developer,2,300.0,บาท/วัน,Hybrid, จุฬาลงกรณ์มหาวิทยาลัย,,"<p>- ออกแบบ พัฒนา และปรับปรุงเว็บแอปพลิเคชันด้วย Laravel (PHP Framework) และ ReactJS</p><p>- มีส่วนร่วมในการออกแบบกระบวนการขั้นตอนการทำงาน หน้าจอการทำงาน ฐานข้อมูล และตรรกะการทำงานในระบบ</p><p>- ออกแบบและวิเคราะห์ความต้องการของระบบร่วมกับผู้มีส่วนได้ส่วนเสียกับโครงการ</p><p>- สามารถมีส่วนร่วมได้ทุกส่วนของขั้นตอนการพัฒนาระบบ</p><p>- สามารถทำงานร่วมกับทีมเพื่อให้สามารถส่งมอบงานได้ทันตามกำหนด</p><p>- มีความรู้ความเชี่ยวชาญใน Laravel Framework และ ReactJS สามารถเข้าใจ HTML, CSS, JavaScript, PHP เป็นอย่างดี</p><p>- มีประสบการณ์ในการออกแบบฐานข้อมูลเชิงสัมพันธ์</p><p>- สามารถทำความเข้าใจรูปแบบการออกแบบ (การออกแบบซอฟต์แวร์)</p><p>- มีความรู้ความความเข้าใจหลักการ SOLID, รูปแบบการออกแบบ MVC/MVVM และการเขียนโปรแกรมเชิงวัตถุ</p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1188
1190,บริษัท เอ็กซ์สปริง แอดวานซ์ โซลูชั่น จำกัด,Full-Stack Engineer,2,400.0,บาท/วัน,On-Site,Head Office,"Backend, FullStack","<p><strong>About the Role</strong></p><p><span class=""ql-size-small"">Join our FinTech team as a Full-Stack Engineer Intern and kickstart your journey to becoming a Full-Stack Developer! Whether you've just started coding or built a few projects, you'll learn by doing—working on real applications that thousands of users rely on daily. Our experienced Full-stack team will guide you from frontend fundamentals all the way to back-end development, understanding how everything connects. This is your chance to grow fast, build real products, and see your code make an actual impact in the financial technology world.</span></p><p><br></p><p><strong>Key Responsibilities</strong></p><p><strong class=""ql-size-small"">Frontend Development:</strong></p><ul><li><span class=""ql-size-small"">Build and implement responsive UI for web and mobile applications using modern frameworks (Next.js, Flutter)</span></li><li><span class=""ql-size-small"">Work closely with UX/UI designers to transform design mockups into pixel-perfect, interactive interfaces</span></li><li><span class=""ql-size-small"">Create adaptive designs that deliver optimal user experiences across desktop, tablet, and mobile devices</span></li><li><span class=""ql-size-small"">Optimize frontend performance for smooth interactions and fast load times</span></li></ul><p><br></p><p><strong class=""ql-size-small"">Backend Development:</strong></p><ul><li><span class=""ql-size-small"">Develop and maintain RESTful APIs using Golang</span></li><li><span class=""ql-size-small"">Design and implement database schemas and queries</span></li><li><span class=""ql-size-small"">Handle server-side logic, authentication, and authorization</span></li><li><span class=""ql-size-small"">Write efficient, scalable backend code following best practices</span></li></ul><p><br></p><p><strong class=""ql-size-small"">Full-Stack Integration:</strong></p><ul><li><span class=""ql-size-small"">Connect frontend applications with backend services through RESTful APIs</span></li><li><span class=""ql-size-small"">Collaborate with backend engineers to define API contracts and data structures</span></li><li><span class=""ql-size-small"">Ensure seamless data flow between frontend and backend systems</span></li><li><span class=""ql-size-small"">Participate in code reviews for both frontend and backend code</span></li></ul><p><br></p><p><strong class=""ql-size-small"">Quality &amp; Best Practices:</strong></p><ul><li><span class=""ql-size-small"">Debug issues across the full stack (frontend, backend, database)</span></li><li><span class=""ql-size-small"">Write clean, maintainable, and well-documented code</span></li><li><span class=""ql-size-small"">Follow coding standards and contribute to team coding guidelines</span></li><li><span class=""ql-size-small"">Stay updated with modern full-stack development practices and contribute to team knowledge sharing</span></li></ul><p><br></p><p><strong>Required Qualifications</strong></p><ul><li><span class=""ql-size-small"">Basic programming experience with at least one of the following: JavaScript, Dart (Flutter), or Go</span></li><li><span class=""ql-size-small"">Understanding of fundamental programming concepts (variables, functions, loops, conditionals)</span></li><li><span class=""ql-size-small"">Familiarity with version control systems (Git/GitHub)</span></li><li><span class=""ql-size-small"">Good problem-solving skills and attention to detail</span></li><li><span class=""ql-size-small"">Ability to work independently and as part of a team</span></li><li><span class=""ql-size-small"">Strong willingness to learn and adapt to new technologies</span></li></ul><p><br></p><p><strong>Basic Skills / Interested Skills</strong></p><ul><li><span class=""ql-size-small"">Flutter Development: Basic understanding of the Flutter framework and reactive state management using GetX</span></li><li><span class=""ql-size-small"">React/Next.js: Familiarity with Next.js and Context API for state management</span></li><li><span class=""ql-size-small"">Go (Golang): Basic knowledge of backend development with Go</span></li><li><span class=""ql-size-small"">Understanding of HTML, CSS, and responsive design principles</span></li><li><span class=""ql-size-small"">Familiarity with RESTful APIs design and implementation</span></li><li><span class=""ql-size-small"">Basic understanding of databases (SQL or NoSQL)</span></li><li><span class=""ql-size-small"">Knowledge of authentication and authorization concepts</span></li><li><span class=""ql-size-small"">Familiarity with UI/UX design principles and design systems</span></li><li><span class=""ql-size-small"">Portfolio or GitHub repositories showcasing personal projects</span></li></ul><p><br></p><p><strong>Technical Environment</strong></p><p><strong class=""ql-size-small"">You'll be working with our modern tech stack:</strong></p><ul><li><span class=""ql-size-small"">Web Frontend: Next.js (React framework)</span></li><li><span class=""ql-size-small"">Mobile: Flutter</span></li><li><span class=""ql-size-small"">Backend: Golang</span></li><li><span class=""ql-size-small"">Database: PostgreSQL</span></li><li><span class=""ql-size-small"">Version Control: Git/GitHub</span></li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1190
1191,บริษัท เอ็กซ์สปริง แอดวานซ์ โซลูชั่น จำกัด,Data Engineer,1,400.0,บาท/วัน,On-Site,Head Office,"Data Engineer, SQL ","<p><strong>About the Role</strong></p><p><span class=""ql-size-small"">A Data Engineer is primarily responsible for designing, building, and maintaining the data infrastructure and platform that collect, store, process, and transform raw data into a usable format for Data Scientists, Data Analysts, and business stakeholders. They ensure data is reliable, accessible, and optimized for performance.</span></p><p><br></p><p><strong>Key Responsibilities</strong></p><ul><li><span class=""ql-size-small"">Designing and Building Data Pipelines (ETL/ELT): Creating automated workflows to Extract data from various sources (databases, APIs, files), Transform it (clean, structure, aggregate), and load it into a final destination (data warehouse or data lake).</span></li><li><span class=""ql-size-small"">Data Architecture: Designing and managing the overall data infrastructure, including choosing the appropriate database, cloud services, and processing frameworks for scalability and performance.</span></li><li><span class=""ql-size-small"">Data Warehousing: Designing and optimizing data models (like schema design, fact/dimension tables) for data warehouses (e.g., Snowflake, Redshift, BigQuery) to support fast query execution for reporting and analysis.</span></li><li><span class=""ql-size-small"">Data Quality and Governance: Implementing validation, cleansing procedures, and monitoring systems to ensure data accuracy, consistency, and compliance with security and privacy regulations.</span></li></ul><p><br></p><p><strong>Required Qualifications</strong></p><ul><li><span class=""ql-size-small"">Programming Languages: Proficiency in languages like Python (widely used for scripting and data manipulation)</span></li><li><span class=""ql-size-small"">Database Expertise (SQL): Mastery of SQL (Structured Query Language) for querying and manipulating data, along with experience in designing and optimizing relational (e.g., PostgreSQL, MySQL).</span></li><li><span class=""ql-size-small"">Data Warehousing Tools: Familiarity with modern cloud data warehouses (e.g., Snowflake, Amazon Redshift, Google BigQuery) and data modeling techniques.</span></li><li><span class=""ql-size-small"">Cloud Computing: Hands-on experience with major cloud platforms (AWS, Azure, or Google Cloud) and their data services (e.g., S3, Glue, Data Factory, Data Proc).</span></li><li><span class=""ql-size-small"">Workflow Orchestration: Knowledge of tools used to automate and manage data pipelines, such as Apache Airflow.</span></li></ul><p><br></p><p><strong>Basic Skills / Interested Skills</strong></p><ul><li><span class=""ql-size-small"">Python Development</span></li><li><span class=""ql-size-small"">Basic understanding of databases (SQL)</span></li><li><span class=""ql-size-small"">Data Modeling: Expertise in designing efficient database schemas and data warehouses using models</span></li><li><span class=""ql-size-small"">ETL/ELT and Data Pipelining: Hands-on experience designing, building, and maintaining automated data workflows (Extract, Transform, Load or Extract, Load, Transform)</span></li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1191
1192,บริษัท บอทแอนด์ไลฟ์ จำกัด,Web Developer,2,0.0,ไม่มีค่าตอบแทน,On-Site,สำนักงานใหญ่,"Intern, Developer, AI, Web Developer","<p>1. เขียนโปรแกรม Frontend ด้วย HTML, CSS, JavaScript, Bootstrap framework, jQuery ได้</p><p>2. Integrate ระบบ Backend เช่น PHP, SQL และวางแผนโครงสร้างโปรแกรม ออกแบบฐานข้อมูล การทดสอบโปรแกรม จนสามารถทำงานได้จริง</p><p>3. Setup ระบบ Server เช่น MySQL หรือ Cloud server เช่น Amazon EC2</p><p>4. สร้าง API Tools และสามารถเขียนเว็บไซต์ให้ Integrate กับระบบอื่นๆ ได้</p><p>5. ออกแบบ Responsive Design Website ให้ออกมาเป็นหน้าเว็บได้อย่างไม่ผิดเพี้ยน ทำงานร่วมกับดีไซน์เนอร์ได้เป็นอย่างดี</p><p>6. ร่วมออกแบบและวางแผนการพัฒนาเว็บไซต์ตามโครงการที่ได้รับมอบหมายและประสานงานกับฝ่ายที่เกี่ยวข้อง</p>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1192
1194,บริษัท วี บียอนด์ ดีเวลอปเม้นท์ จำกัด (มหาชน),IT Support,1,100.0,บาท/วัน,On-Site,Empire Tower สาทร,"IT Security, IT, IT Support",<h3>รายละเอียดงาน</h3><p>1. สนับสนุนด้านเทคนิค เช่น ช่วยแก้ไขปัญหาด้านฮาร์ดแวร์และซอฟต์แวร์</p><p>2. แก้ไขปัญหาเบื้องต้นเกี่ยวกับเครือข่าย เช่น การเชื่อมต่ออินเทอร์เน็ต</p><p>3. จัดทำเอกสารเกี่ยวกับ IT</p><p><br></p><h3>คุณสมบัติผู้สมัคร</h3><p>1. กำลังศึกษาในสาขาวิชาที่เกี่ยวข้อง เช่น เทคโนโลยีสารสนเทศ วิทยาการคอมพิวเตอร์ หรือวิศวกรรมคอมพิวเตอร์</p><p>2. มีความรู้พื้นฐานเกี่ยวกับฮาร์ดแวร์ ซอฟต์แวร์ และเครือข่าย</p><p>3. สามารถแก้ปัญหาเฉพาะหน้าได้ดี</p><p>4. มีทักษะการสื่อสารและทำงานเป็นทีม</p><p>5. มีความกระตือรือร้นในการเรียนรู้เทคโนโลยีใหม่ ๆ</p>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1194
1203,บริษัท ซิปอีเว้นท์ จำกัด,Software Developer,1,,บาท (เหมาจ่าย),Hybrid,สำนักงานใหญ่,,<ul><li>พัฒนาเว็บไซต์และระบบแพลตฟอร์มของบริษัททั้ง Front-end และ Back-end</li><li>พัฒนาระบบหรือผลิตภัณฑ์เพิ่มเติมจากความต้องการของผู้มาใช้บริการเพื่อตอบสนองต่อความหลากหลายของรูปแบบงานบริการ</li><li>มีส่วนร่วมในการออกความคิดเห็นพัฒนาปรับปรุงผลิตภัณฑ์และบริการของบริษัท</li></ul><p><br></p>,https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1203
1212,บริษัท เซตตะซอฟต์ จำกัด,Back-End Developer,1,400.0,บาท/วัน,Hybrid,บริษัท ดี แอพเมคเกอร์ จำกัด,"Golang, nodeJS, Backend, Developer, Programmer, web application, Database, Web Developer, Back-End","<p><strong>สถานที่ทำงาน : </strong>บริษัท ดี แอพเมคเกอร์ จำกัด (ร้าน Ufriend)</p><p><strong>Responsibilities:</strong></p><ul><li>ร่วมออกแบบและวางแผนการพัฒนา Web Application ตามโปรเจคที่ได้รับมอบหมาย</li><li>วิเคราะห์และออกแบบระบบให้สามารถทำตาม Requirement ได้</li><li>ออกแบบ จัดการ และเพิ่มประสิทธิภาพ Database</li><li>พัฒนา และบำรุงรักษา RESTful API</li><li>ตรวจสอบและแก้ไขความผิดพลาดที่เกิดจากการพัฒนาระบบ</li><li>ทำงานร่วมกับทีม เพื่อสร้างสรรค์ซอฟแวร์ที่มีคุณภาพ และมีประสิทธิภาพ ให้บริการลูกค้า</li><li>Tech Stack : NodeJS, Express, Golang, TypeScript และ JavaScript</li></ul><p><br></p><p><strong>Qualification:</strong></p><ul><li>มีทักษะเชิงคิดวิเคราะห์ สามารถทำงานเป็นทีมและมีทักษะการสื่อสารที่ดี&nbsp;&nbsp;</li><li>มีความรับผิดชอบสูง มีทัศนคติที่ดี ใส่ใจในงาน เปิดกว้างต่อการเรียนรู้ และประสบการณ์ใหม่ๆ&nbsp;&nbsp;</li><li>สามารถแก้ไขปัญหาเฉพาะหน้าต่างๆ ได้อย่างเหมาะสม&nbsp;</li><li>ชอบศึกษาเรียนรู้เทคโนโลยีใหม่ เพื่อพัฒนาตัวเองและพัฒนางานให้มีประสิทธิภาพ&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1212
1214,บริษัท เซตตะซอฟต์ จำกัด,Front-End Developer,1,400.0,บาท/วัน,On-Site,บริษัท ดี แอพเมคเกอร์ จำกัด,"JavaScript, NextJS, css, html, typescript, React","<p><strong>สถานที่ทำงาน : </strong>บริษัท ดี แอพเมคเกอร์ จำกัด (ร้าน Ufriend)</p><p><strong>Responsibilities:</strong></p><ul><li>ร่วมออกแบบและวางแผนการพัฒนา Web Application ตามโปรเจคที่ได้รับมอบหมาย</li><li>พัฒนา Web Application โดยใช้หลักการ UI/UX ทำให้ผู้ใช้งานรู้สึกใช้งานง่ายและสะดวกมากขึ้น</li><li>วิเคราะห์และออกแบบระบบให้สามารถทำตาม Requirement ได้</li><li>ตรวจสอบและแก้ไขความผิดพลาดที่เกิดจากการพัฒนาระบบ</li><li>ทำงานร่วมกับทีม เพื่อสร้างสรรค์ซอฟแวร์ที่มีคุณภาพ และมีประสิทธิภาพ ให้บริการลูกค้า</li><li>Tech Stack : HTML, CSS, JavaScript, React.js, Next.js</li></ul><p><br></p><p><strong>Qualification:</strong></p><ul><li>มีทักษะเชิงคิดวิเคราะห์ สามารถทำงานเป็นทีมและมีทักษะการสื่อสารที่ดี&nbsp;&nbsp;</li><li>มีความรับผิดชอบสูง มีทัศนคติที่ดี ใส่ใจในงาน เปิดกว้างต่อการเรียนรู้ และประสบการณ์ใหม่ๆ&nbsp;&nbsp;</li><li>สามารถแก้ไขปัญหาเฉพาะหน้าต่างๆ ได้อย่างเหมาะสม&nbsp;</li><li>ชอบศึกษาเรียนรู้เทคโนโลยีใหม่ เพื่อพัฒนาตัวเองและพัฒนางานให้มีประสิทธิภาพ&nbsp;</li></ul>",https://cedtintern.cp.eng.chula.ac.th/api/sessions/5/openings/1214
